user_id,cluster,segment
102058,1,Low Engagement / At-Risk
102059,2,Moderate Engagement
102060,2,Moderate Engagement
102061,2,Moderate Engagement
102062,2,Moderate Engagement
102063,1,Low Engagement / At-Risk
102064,1,Low Engagement / At-Risk
102065,3,Occasional / Content-Light
102066,0,High Engagement
102067,3,Occasional / Content-Light
102068,3,Occasional / Content-Light
102069,0,High Engagement
102070,2,Moderate Engagement
102071,0,High Engagement
102072,0,High Engagement
102073,1,Low Engagement / At-Risk
102074,0,High Engagement
102075,3,Occasional / Content-Light
102076,0,High Engagement
102077,0,High Engagement
102078,1,Low Engagement / At-Risk
102079,0,High Engagement
102080,0,High Engagement
102081,0,High Engagement
102082,1,Low Engagement / At-Risk
102083,2,Moderate Engagement
102084,2,Moderate Engagement
102085,3,Occasional / Content-Light
102086,0,High Engagement
102087,1,Low Engagement / At-Risk
102088,3,Occasional / Content-Light
102089,0,High Engagement
102090,0,High Engagement
102091,0,High Engagement
102092,3,Occasional / Content-Light
102093,0,High Engagement
102094,1,Low Engagement / At-Risk
102095,0,High Engagement
102096,2,Moderate Engagement
102097,2,Moderate Engagement
102098,1,Low Engagement / At-Risk
102099,3,Occasional / Content-Light
102100,2,Moderate Engagement
102101,0,High Engagement
102102,1,Low Engagement / At-Risk
102103,3,Occasional / Content-Light
102104,0,High Engagement
102105,3,Occasional / Content-Light
102106,0,High Engagement
102107,0,High Engagement
102108,0,High Engagement
102109,2,Moderate Engagement
102110,0,High Engagement
102111,0,High Engagement
102112,0,High Engagement
102113,3,Occasional / Content-Light
102114,2,Moderate Engagement
102115,3,Occasional / Content-Light
102116,1,Low Engagement / At-Risk
102117,3,Occasional / Content-Light
102118,1,Low Engagement / At-Risk
102119,2,Moderate Engagement
102120,0,High Engagement
102121,0,High Engagement
102122,0,High Engagement
102123,1,Low Engagement / At-Risk
102124,1,Low Engagement / At-Risk
102125,1,Low Engagement / At-Risk
102126,0,High Engagement
102127,3,Occasional / Content-Light
102128,3,Occasional / Content-Light
102129,2,Moderate Engagement
102130,2,Moderate Engagement
102131,0,High Engagement
102132,1,Low Engagement / At-Risk
102133,0,High Engagement
102134,3,Occasional / Content-Light
102135,0,High Engagement
102136,0,High Engagement
102137,1,Low Engagement / At-Risk
102138,1,Low Engagement / At-Risk
102139,1,Low Engagement / At-Risk
102140,2,Moderate Engagement
102141,1,Low Engagement / At-Risk
102142,0,High Engagement
102143,0,High Engagement
102144,3,Occasional / Content-Light
102145,1,Low Engagement / At-Risk
102146,2,Moderate Engagement
102147,3,Occasional / Content-Light
102148,2,Moderate Engagement
102149,2,Moderate Engagement
102150,1,Low Engagement / At-Risk
102151,1,Low Engagement / At-Risk
102152,0,High Engagement
102153,2,Moderate Engagement
102154,0,High Engagement
102155,2,Moderate Engagement
102156,3,Occasional / Content-Light
102157,0,High Engagement
102158,1,Low Engagement / At-Risk
102159,1,Low Engagement / At-Risk
102160,3,Occasional / Content-Light
102161,1,Low Engagement / At-Risk
102162,1,Low Engagement / At-Risk
102163,2,Moderate Engagement
102164,2,Moderate Engagement
102165,1,Low Engagement / At-Risk
102166,3,Occasional / Content-Light
102167,3,Occasional / Content-Light
102168,1,Low Engagement / At-Risk
102169,3,Occasional / Content-Light
102170,2,Moderate Engagement
102171,2,Moderate Engagement
102172,0,High Engagement
102173,0,High Engagement
102174,0,High Engagement
102175,0,High Engagement
102176,2,Moderate Engagement
102177,2,Moderate Engagement
102178,3,Occasional / Content-Light
102179,1,Low Engagement / At-Risk
102180,1,Low Engagement / At-Risk
102181,1,Low Engagement / At-Risk
102182,2,Moderate Engagement
102183,0,High Engagement
102184,2,Moderate Engagement
102185,2,Moderate Engagement
102186,3,Occasional / Content-Light
102187,1,Low Engagement / At-Risk
102188,2,Moderate Engagement
102189,2,Moderate Engagement
102190,3,Occasional / Content-Light
102191,0,High Engagement
102192,1,Low Engagement / At-Risk
102193,2,Moderate Engagement
102194,1,Low Engagement / At-Risk
102195,3,Occasional / Content-Light
102196,2,Moderate Engagement
102197,0,High Engagement
102198,1,Low Engagement / At-Risk
102199,1,Low Engagement / At-Risk
102200,3,Occasional / Content-Light
102201,3,Occasional / Content-Light
102202,2,Moderate Engagement
102203,1,Low Engagement / At-Risk
102204,1,Low Engagement / At-Risk
102205,2,Moderate Engagement
102206,3,Occasional / Content-Light
102207,2,Moderate Engagement
102208,2,Moderate Engagement
102209,1,Low Engagement / At-Risk
102210,1,Low Engagement / At-Risk
102211,3,Occasional / Content-Light
102212,3,Occasional / Content-Light
102213,2,Moderate Engagement
102214,1,Low Engagement / At-Risk
102215,2,Moderate Engagement
102216,2,Moderate Engagement
102217,1,Low Engagement / At-Risk
102218,2,Moderate Engagement
102219,0,High Engagement
102220,1,Low Engagement / At-Risk
102221,1,Low Engagement / At-Risk
102222,0,High Engagement
102223,0,High Engagement
102224,2,Moderate Engagement
102225,1,Low Engagement / At-Risk
102226,1,Low Engagement / At-Risk
102227,2,Moderate Engagement
102228,2,Moderate Engagement
102229,0,High Engagement
102230,1,Low Engagement / At-Risk
102231,0,High Engagement
102232,1,Low Engagement / At-Risk
102233,3,Occasional / Content-Light
102234,3,Occasional / Content-Light
102235,3,Occasional / Content-Light
102236,0,High Engagement
102237,2,Moderate Engagement
102238,0,High Engagement
102239,2,Moderate Engagement
102240,0,High Engagement
102241,3,Occasional / Content-Light
102242,3,Occasional / Content-Light
102243,1,Low Engagement / At-Risk
102244,0,High Engagement
102245,0,High Engagement
102246,0,High Engagement
102247,0,High Engagement
102248,1,Low Engagement / At-Risk
102249,3,Occasional / Content-Light
102250,2,Moderate Engagement
102251,0,High Engagement
102252,3,Occasional / Content-Light
102253,3,Occasional / Content-Light
102254,0,High Engagement
102255,1,Low Engagement / At-Risk
102256,2,Moderate Engagement
102257,0,High Engagement
102258,0,High Engagement
102259,0,High Engagement
102260,3,Occasional / Content-Light
102261,2,Moderate Engagement
102262,3,Occasional / Content-Light
102263,1,Low Engagement / At-Risk
102264,2,Moderate Engagement
102265,0,High Engagement
102266,3,Occasional / Content-Light
102267,0,High Engagement
102268,3,Occasional / Content-Light
102269,1,Low Engagement / At-Risk
102270,3,Occasional / Content-Light
102271,0,High Engagement
102272,2,Moderate Engagement
102273,0,High Engagement
102274,0,High Engagement
102275,3,Occasional / Content-Light
102276,3,Occasional / Content-Light
102277,2,Moderate Engagement
102278,3,Occasional / Content-Light
102279,3,Occasional / Content-Light
102280,2,Moderate Engagement
102281,2,Moderate Engagement
102282,2,Moderate Engagement
102283,2,Moderate Engagement
102284,2,Moderate Engagement
102285,0,High Engagement
102286,0,High Engagement
102287,3,Occasional / Content-Light
102288,2,Moderate Engagement
102289,2,Moderate Engagement
102290,0,High Engagement
102291,0,High Engagement
102292,0,High Engagement
102293,0,High Engagement
102294,3,Occasional / Content-Light
102295,2,Moderate Engagement
102296,0,High Engagement
102297,2,Moderate Engagement
102298,2,Moderate Engagement
102299,3,Occasional / Content-Light
102300,1,Low Engagement / At-Risk
102301,3,Occasional / Content-Light
102302,3,Occasional / Content-Light
102303,2,Moderate Engagement
102304,0,High Engagement
102305,1,Low Engagement / At-Risk
102306,1,Low Engagement / At-Risk
102307,0,High Engagement
102308,2,Moderate Engagement
102309,3,Occasional / Content-Light
102310,2,Moderate Engagement
102311,1,Low Engagement / At-Risk
102312,1,Low Engagement / At-Risk
102313,0,High Engagement
102314,1,Low Engagement / At-Risk
102315,0,High Engagement
102316,3,Occasional / Content-Light
102317,3,Occasional / Content-Light
102318,1,Low Engagement / At-Risk
102319,1,Low Engagement / At-Risk
102320,3,Occasional / Content-Light
102321,0,High Engagement
102322,2,Moderate Engagement
102323,3,Occasional / Content-Light
102324,0,High Engagement
102325,2,Moderate Engagement
102326,3,Occasional / Content-Light
102327,2,Moderate Engagement
102328,3,Occasional / Content-Light
102329,3,Occasional / Content-Light
102330,0,High Engagement
102331,3,Occasional / Content-Light
102332,1,Low Engagement / At-Risk
102333,0,High Engagement
102334,3,Occasional / Content-Light
102335,1,Low Engagement / At-Risk
102336,2,Moderate Engagement
102337,1,Low Engagement / At-Risk
102338,0,High Engagement
102339,0,High Engagement
102340,2,Moderate Engagement
102341,2,Moderate Engagement
102342,3,Occasional / Content-Light
102343,0,High Engagement
102344,0,High Engagement
102345,2,Moderate Engagement
102346,2,Moderate Engagement
102347,2,Moderate Engagement
102348,1,Low Engagement / At-Risk
102349,2,Moderate Engagement
102350,2,Moderate Engagement
102351,2,Moderate Engagement
102352,0,High Engagement
102353,0,High Engagement
102354,2,Moderate Engagement
102355,1,Low Engagement / At-Risk
102356,3,Occasional / Content-Light
102357,2,Moderate Engagement
102358,0,High Engagement
102359,1,Low Engagement / At-Risk
102360,2,Moderate Engagement
102361,0,High Engagement
102362,0,High Engagement
102363,3,Occasional / Content-Light
102364,3,Occasional / Content-Light
102365,3,Occasional / Content-Light
102366,1,Low Engagement / At-Risk
102367,1,Low Engagement / At-Risk
102368,3,Occasional / Content-Light
102369,0,High Engagement
102370,1,Low Engagement / At-Risk
102371,0,High Engagement
102372,2,Moderate Engagement
102373,0,High Engagement
102374,1,Low Engagement / At-Risk
102375,1,Low Engagement / At-Risk
102376,1,Low Engagement / At-Risk
102377,3,Occasional / Content-Light
102378,0,High Engagement
102379,0,High Engagement
102380,1,Low Engagement / At-Risk
102381,3,Occasional / Content-Light
102382,0,High Engagement
102383,3,Occasional / Content-Light
102384,2,Moderate Engagement
102385,0,High Engagement
102386,1,Low Engagement / At-Risk
102387,0,High Engagement
102388,0,High Engagement
102389,2,Moderate Engagement
102390,1,Low Engagement / At-Risk
102391,0,High Engagement
102392,2,Moderate Engagement
102393,0,High Engagement
102394,0,High Engagement
102395,1,Low Engagement / At-Risk
102396,0,High Engagement
102397,0,High Engagement
102398,0,High Engagement
102399,0,High Engagement
102400,0,High Engagement
102401,1,Low Engagement / At-Risk
102402,0,High Engagement
102403,0,High Engagement
102404,1,Low Engagement / At-Risk
102405,0,High Engagement
102406,0,High Engagement
102407,1,Low Engagement / At-Risk
102408,0,High Engagement
102409,2,Moderate Engagement
102410,0,High Engagement
102411,0,High Engagement
102412,1,Low Engagement / At-Risk
102413,2,Moderate Engagement
102414,2,Moderate Engagement
102415,3,Occasional / Content-Light
102416,0,High Engagement
102417,0,High Engagement
102418,0,High Engagement
102419,3,Occasional / Content-Light
102420,1,Low Engagement / At-Risk
102421,2,Moderate Engagement
102422,1,Low Engagement / At-Risk
102423,1,Low Engagement / At-Risk
102424,0,High Engagement
102425,3,Occasional / Content-Light
102426,1,Low Engagement / At-Risk
102427,2,Moderate Engagement
102428,3,Occasional / Content-Light
102429,3,Occasional / Content-Light
102430,0,High Engagement
102431,0,High Engagement
102432,2,Moderate Engagement
102433,2,Moderate Engagement
102434,1,Low Engagement / At-Risk
102435,3,Occasional / Content-Light
102436,3,Occasional / Content-Light
102437,2,Moderate Engagement
102438,1,Low Engagement / At-Risk
102439,3,Occasional / Content-Light
102440,2,Moderate Engagement
102441,2,Moderate Engagement
102442,3,Occasional / Content-Light
102443,0,High Engagement
102444,3,Occasional / Content-Light
102445,1,Low Engagement / At-Risk
102446,2,Moderate Engagement
102447,3,Occasional / Content-Light
102448,0,High Engagement
102449,1,Low Engagement / At-Risk
102450,2,Moderate Engagement
102451,3,Occasional / Content-Light
102452,3,Occasional / Content-Light
102453,1,Low Engagement / At-Risk
102454,0,High Engagement
102455,1,Low Engagement / At-Risk
102456,0,High Engagement
102457,0,High Engagement
102458,2,Moderate Engagement
102459,0,High Engagement
102460,0,High Engagement
102461,0,High Engagement
102462,2,Moderate Engagement
102463,2,Moderate Engagement
102464,2,Moderate Engagement
102465,2,Moderate Engagement
102466,0,High Engagement
102467,1,Low Engagement / At-Risk
102468,3,Occasional / Content-Light
102469,0,High Engagement
102470,2,Moderate Engagement
102471,1,Low Engagement / At-Risk
102472,1,Low Engagement / At-Risk
102473,2,Moderate Engagement
102474,0,High Engagement
102475,0,High Engagement
102476,1,Low Engagement / At-Risk
102477,0,High Engagement
102478,0,High Engagement
102479,0,High Engagement
102480,3,Occasional / Content-Light
102481,1,Low Engagement / At-Risk
102482,0,High Engagement
102483,1,Low Engagement / At-Risk
102484,0,High Engagement
102485,0,High Engagement
102486,1,Low Engagement / At-Risk
102487,3,Occasional / Content-Light
102488,1,Low Engagement / At-Risk
102489,1,Low Engagement / At-Risk
102490,2,Moderate Engagement
102491,1,Low Engagement / At-Risk
102492,2,Moderate Engagement
102493,0,High Engagement
102494,3,Occasional / Content-Light
102495,2,Moderate Engagement
102496,1,Low Engagement / At-Risk
102497,2,Moderate Engagement
102498,1,Low Engagement / At-Risk
102499,1,Low Engagement / At-Risk
102500,0,High Engagement
102501,3,Occasional / Content-Light
102502,3,Occasional / Content-Light
102503,1,Low Engagement / At-Risk
102504,0,High Engagement
102505,3,Occasional / Content-Light
102506,1,Low Engagement / At-Risk
102507,0,High Engagement
102508,1,Low Engagement / At-Risk
102509,2,Moderate Engagement
102510,3,Occasional / Content-Light
102511,3,Occasional / Content-Light
102512,0,High Engagement
102513,0,High Engagement
102514,0,High Engagement
102515,0,High Engagement
102516,3,Occasional / Content-Light
102517,1,Low Engagement / At-Risk
102518,3,Occasional / Content-Light
102519,2,Moderate Engagement
102520,2,Moderate Engagement
102521,3,Occasional / Content-Light
102522,2,Moderate Engagement
102523,1,Low Engagement / At-Risk
102524,3,Occasional / Content-Light
102525,1,Low Engagement / At-Risk
102526,2,Moderate Engagement
102527,2,Moderate Engagement
102528,0,High Engagement
102529,2,Moderate Engagement
102530,2,Moderate Engagement
102531,1,Low Engagement / At-Risk
102532,0,High Engagement
102533,3,Occasional / Content-Light
102534,1,Low Engagement / At-Risk
102535,2,Moderate Engagement
102536,0,High Engagement
102537,2,Moderate Engagement
102538,0,High Engagement
102539,0,High Engagement
102540,0,High Engagement
102541,3,Occasional / Content-Light
102542,0,High Engagement
102543,2,Moderate Engagement
102544,2,Moderate Engagement
102545,0,High Engagement
102546,2,Moderate Engagement
102547,0,High Engagement
102548,3,Occasional / Content-Light
102549,0,High Engagement
102550,0,High Engagement
102551,0,High Engagement
102552,3,Occasional / Content-Light
102553,0,High Engagement
102554,2,Moderate Engagement
102555,1,Low Engagement / At-Risk
102556,0,High Engagement
102557,0,High Engagement
102558,1,Low Engagement / At-Risk
102559,2,Moderate Engagement
102560,3,Occasional / Content-Light
102561,2,Moderate Engagement
102562,0,High Engagement
102563,3,Occasional / Content-Light
102564,1,Low Engagement / At-Risk
102565,0,High Engagement
102566,0,High Engagement
102567,2,Moderate Engagement
102568,1,Low Engagement / At-Risk
102569,0,High Engagement
102570,3,Occasional / Content-Light
102571,0,High Engagement
102572,1,Low Engagement / At-Risk
102573,0,High Engagement
102574,0,High Engagement
102575,0,High Engagement
102576,1,Low Engagement / At-Risk
102577,2,Moderate Engagement
102578,3,Occasional / Content-Light
102579,2,Moderate Engagement
102580,1,Low Engagement / At-Risk
102581,3,Occasional / Content-Light
102582,0,High Engagement
102583,0,High Engagement
102584,0,High Engagement
102585,0,High Engagement
102586,3,Occasional / Content-Light
102587,3,Occasional / Content-Light
102588,0,High Engagement
102589,0,High Engagement
102590,1,Low Engagement / At-Risk
102591,0,High Engagement
102592,0,High Engagement
102593,0,High Engagement
102594,1,Low Engagement / At-Risk
102595,3,Occasional / Content-Light
102596,1,Low Engagement / At-Risk
102597,0,High Engagement
102598,2,Moderate Engagement
102599,2,Moderate Engagement
102600,2,Moderate Engagement
102601,2,Moderate Engagement
102602,2,Moderate Engagement
102603,2,Moderate Engagement
102604,2,Moderate Engagement
102605,0,High Engagement
102606,3,Occasional / Content-Light
102607,0,High Engagement
102608,1,Low Engagement / At-Risk
102609,3,Occasional / Content-Light
102610,0,High Engagement
102611,3,Occasional / Content-Light
102612,2,Moderate Engagement
102613,0,High Engagement
102614,1,Low Engagement / At-Risk
102615,1,Low Engagement / At-Risk
102616,2,Moderate Engagement
102617,0,High Engagement
102618,0,High Engagement
102619,2,Moderate Engagement
102620,3,Occasional / Content-Light
102621,1,Low Engagement / At-Risk
102622,0,High Engagement
102623,1,Low Engagement / At-Risk
102624,3,Occasional / Content-Light
102625,1,Low Engagement / At-Risk
102626,1,Low Engagement / At-Risk
102627,1,Low Engagement / At-Risk
102628,2,Moderate Engagement
102629,3,Occasional / Content-Light
102630,2,Moderate Engagement
102631,2,Moderate Engagement
102632,0,High Engagement
102633,0,High Engagement
102634,3,Occasional / Content-Light
102635,3,Occasional / Content-Light
102636,1,Low Engagement / At-Risk
102637,1,Low Engagement / At-Risk
102638,1,Low Engagement / At-Risk
102639,1,Low Engagement / At-Risk
102640,3,Occasional / Content-Light
102641,0,High Engagement
102642,3,Occasional / Content-Light
102643,2,Moderate Engagement
102644,2,Moderate Engagement
102645,1,Low Engagement / At-Risk
102646,0,High Engagement
102647,0,High Engagement
102648,1,Low Engagement / At-Risk
102649,2,Moderate Engagement
102650,0,High Engagement
102651,0,High Engagement
102652,1,Low Engagement / At-Risk
102653,0,High Engagement
102654,3,Occasional / Content-Light
102655,0,High Engagement
102656,0,High Engagement
102657,2,Moderate Engagement
102658,2,Moderate Engagement
102659,0,High Engagement
102660,3,Occasional / Content-Light
102661,2,Moderate Engagement
102662,1,Low Engagement / At-Risk
102663,3,Occasional / Content-Light
102664,2,Moderate Engagement
102665,0,High Engagement
102666,0,High Engagement
102667,2,Moderate Engagement
102668,0,High Engagement
102669,1,Low Engagement / At-Risk
102670,1,Low Engagement / At-Risk
102671,0,High Engagement
102672,3,Occasional / Content-Light
102673,1,Low Engagement / At-Risk
102674,3,Occasional / Content-Light
102675,1,Low Engagement / At-Risk
102676,0,High Engagement
102677,2,Moderate Engagement
102678,3,Occasional / Content-Light
102679,1,Low Engagement / At-Risk
102680,2,Moderate Engagement
102681,1,Low Engagement / At-Risk
102682,0,High Engagement
102683,1,Low Engagement / At-Risk
102684,1,Low Engagement / At-Risk
102685,0,High Engagement
102686,0,High Engagement
102687,3,Occasional / Content-Light
102688,2,Moderate Engagement
102689,1,Low Engagement / At-Risk
102690,0,High Engagement
102691,0,High Engagement
102692,0,High Engagement
102693,2,Moderate Engagement
102694,2,Moderate Engagement
102695,0,High Engagement
102696,0,High Engagement
102697,3,Occasional / Content-Light
102698,1,Low Engagement / At-Risk
102699,1,Low Engagement / At-Risk
102700,3,Occasional / Content-Light
102701,0,High Engagement
102702,0,High Engagement
102703,0,High Engagement
102704,3,Occasional / Content-Light
102705,0,High Engagement
102706,3,Occasional / Content-Light
102707,0,High Engagement
102708,1,Low Engagement / At-Risk
102709,1,Low Engagement / At-Risk
102710,3,Occasional / Content-Light
102711,1,Low Engagement / At-Risk
102712,0,High Engagement
102713,0,High Engagement
102714,0,High Engagement
102715,1,Low Engagement / At-Risk
102716,2,Moderate Engagement
102717,2,Moderate Engagement
102718,3,Occasional / Content-Light
102719,2,Moderate Engagement
102720,3,Occasional / Content-Light
102721,2,Moderate Engagement
102722,1,Low Engagement / At-Risk
102723,3,Occasional / Content-Light
102724,0,High Engagement
102725,0,High Engagement
102726,3,Occasional / Content-Light
102727,3,Occasional / Content-Light
102728,0,High Engagement
102729,2,Moderate Engagement
102730,0,High Engagement
102731,2,Moderate Engagement
102732,2,Moderate Engagement
102733,0,High Engagement
102734,3,Occasional / Content-Light
102735,0,High Engagement
102736,0,High Engagement
102737,1,Low Engagement / At-Risk
102738,1,Low Engagement / At-Risk
102739,0,High Engagement
102740,2,Moderate Engagement
102741,2,Moderate Engagement
102742,1,Low Engagement / At-Risk
102743,0,High Engagement
102744,0,High Engagement
102745,1,Low Engagement / At-Risk
102746,3,Occasional / Content-Light
102747,0,High Engagement
102748,1,Low Engagement / At-Risk
102749,0,High Engagement
102750,0,High Engagement
102751,0,High Engagement
102752,0,High Engagement
102753,0,High Engagement
102754,3,Occasional / Content-Light
102755,0,High Engagement
102756,1,Low Engagement / At-Risk
102757,0,High Engagement
102758,2,Moderate Engagement
102759,0,High Engagement
102760,1,Low Engagement / At-Risk
102761,3,Occasional / Content-Light
102762,0,High Engagement
102763,0,High Engagement
102764,1,Low Engagement / At-Risk
102765,1,Low Engagement / At-Risk
102766,2,Moderate Engagement
102767,3,Occasional / Content-Light
102768,0,High Engagement
102769,3,Occasional / Content-Light
102770,1,Low Engagement / At-Risk
102771,0,High Engagement
102772,2,Moderate Engagement
102773,0,High Engagement
102774,3,Occasional / Content-Light
102775,2,Moderate Engagement
102776,1,Low Engagement / At-Risk
102777,2,Moderate Engagement
102778,1,Low Engagement / At-Risk
102779,0,High Engagement
102780,0,High Engagement
102781,3,Occasional / Content-Light
102782,0,High Engagement
102783,0,High Engagement
102784,0,High Engagement
102785,2,Moderate Engagement
102786,1,Low Engagement / At-Risk
102787,0,High Engagement
102788,3,Occasional / Content-Light
102789,1,Low Engagement / At-Risk
102790,0,High Engagement
102791,2,Moderate Engagement
102792,0,High Engagement
102793,0,High Engagement
102794,0,High Engagement
102795,0,High Engagement
102796,3,Occasional / Content-Light
102797,0,High Engagement
102798,2,Moderate Engagement
102799,3,Occasional / Content-Light
102800,1,Low Engagement / At-Risk
102801,1,Low Engagement / At-Risk
102802,1,Low Engagement / At-Risk
102803,2,Moderate Engagement
102804,0,High Engagement
102805,0,High Engagement
102806,1,Low Engagement / At-Risk
102807,0,High Engagement
102808,2,Moderate Engagement
102809,2,Moderate Engagement
102810,0,High Engagement
102811,0,High Engagement
102812,1,Low Engagement / At-Risk
102813,1,Low Engagement / At-Risk
102814,1,Low Engagement / At-Risk
102815,1,Low Engagement / At-Risk
102816,2,Moderate Engagement
102817,0,High Engagement
102818,0,High Engagement
102819,2,Moderate Engagement
102820,2,Moderate Engagement
102821,1,Low Engagement / At-Risk
102822,0,High Engagement
102823,0,High Engagement
102824,3,Occasional / Content-Light
102825,3,Occasional / Content-Light
102826,0,High Engagement
102827,1,Low Engagement / At-Risk
102828,1,Low Engagement / At-Risk
102829,3,Occasional / Content-Light
102830,3,Occasional / Content-Light
102831,2,Moderate Engagement
102832,1,Low Engagement / At-Risk
102833,2,Moderate Engagement
102834,0,High Engagement
102835,2,Moderate Engagement
102836,2,Moderate Engagement
102837,2,Moderate Engagement
102838,3,Occasional / Content-Light
102839,1,Low Engagement / At-Risk
102840,1,Low Engagement / At-Risk
102841,0,High Engagement
102842,0,High Engagement
102843,0,High Engagement
102844,1,Low Engagement / At-Risk
102845,2,Moderate Engagement
102846,2,Moderate Engagement
102847,0,High Engagement
102848,1,Low Engagement / At-Risk
102849,0,High Engagement
102850,1,Low Engagement / At-Risk
102851,3,Occasional / Content-Light
102852,1,Low Engagement / At-Risk
102853,3,Occasional / Content-Light
102854,2,Moderate Engagement
102855,0,High Engagement
102856,0,High Engagement
102857,0,High Engagement
102858,2,Moderate Engagement
102859,3,Occasional / Content-Light
102860,0,High Engagement
102861,2,Moderate Engagement
102862,0,High Engagement
102863,0,High Engagement
102864,1,Low Engagement / At-Risk
102865,3,Occasional / Content-Light
102866,1,Low Engagement / At-Risk
102867,1,Low Engagement / At-Risk
102868,2,Moderate Engagement
102869,2,Moderate Engagement
102870,2,Moderate Engagement
102871,1,Low Engagement / At-Risk
102872,2,Moderate Engagement
102873,1,Low Engagement / At-Risk
102874,0,High Engagement
102875,3,Occasional / Content-Light
102876,0,High Engagement
102877,0,High Engagement
102878,0,High Engagement
102879,0,High Engagement
102880,2,Moderate Engagement
102881,2,Moderate Engagement
102882,2,Moderate Engagement
102883,3,Occasional / Content-Light
102884,2,Moderate Engagement
102885,1,Low Engagement / At-Risk
102886,0,High Engagement
102887,0,High Engagement
102888,2,Moderate Engagement
102889,1,Low Engagement / At-Risk
102890,3,Occasional / Content-Light
102891,2,Moderate Engagement
102892,3,Occasional / Content-Light
102893,3,Occasional / Content-Light
102894,1,Low Engagement / At-Risk
102895,0,High Engagement
102896,3,Occasional / Content-Light
102897,2,Moderate Engagement
102898,3,Occasional / Content-Light
102899,0,High Engagement
102900,1,Low Engagement / At-Risk
102901,0,High Engagement
102902,0,High Engagement
102903,2,Moderate Engagement
102904,0,High Engagement
102905,2,Moderate Engagement
102906,1,Low Engagement / At-Risk
102907,0,High Engagement
102908,0,High Engagement
102909,0,High Engagement
102910,2,Moderate Engagement
102911,3,Occasional / Content-Light
102912,3,Occasional / Content-Light
102913,0,High Engagement
102914,0,High Engagement
102915,0,High Engagement
102916,0,High Engagement
102917,2,Moderate Engagement
102918,1,Low Engagement / At-Risk
102919,3,Occasional / Content-Light
102920,3,Occasional / Content-Light
102921,2,Moderate Engagement
102922,3,Occasional / Content-Light
102923,0,High Engagement
102924,0,High Engagement
102925,0,High Engagement
102926,1,Low Engagement / At-Risk
102927,1,Low Engagement / At-Risk
102928,0,High Engagement
102929,0,High Engagement
102930,0,High Engagement
102931,3,Occasional / Content-Light
102932,3,Occasional / Content-Light
102933,1,Low Engagement / At-Risk
102934,1,Low Engagement / At-Risk
102935,2,Moderate Engagement
102936,2,Moderate Engagement
102937,2,Moderate Engagement
102938,3,Occasional / Content-Light
102939,3,Occasional / Content-Light
102940,3,Occasional / Content-Light
102941,1,Low Engagement / At-Risk
102942,0,High Engagement
102943,0,High Engagement
102944,1,Low Engagement / At-Risk
102945,0,High Engagement
102946,1,Low Engagement / At-Risk
102947,3,Occasional / Content-Light
102948,3,Occasional / Content-Light
102949,0,High Engagement
102950,2,Moderate Engagement
102951,3,Occasional / Content-Light
102952,2,Moderate Engagement
102953,3,Occasional / Content-Light
102954,3,Occasional / Content-Light
102955,3,Occasional / Content-Light
102956,1,Low Engagement / At-Risk
102957,1,Low Engagement / At-Risk
102958,2,Moderate Engagement
102959,1,Low Engagement / At-Risk
102960,0,High Engagement
102961,0,High Engagement
102962,1,Low Engagement / At-Risk
102963,1,Low Engagement / At-Risk
102964,2,Moderate Engagement
102965,2,Moderate Engagement
102966,0,High Engagement
102967,1,Low Engagement / At-Risk
102968,2,Moderate Engagement
102969,2,Moderate Engagement
102970,1,Low Engagement / At-Risk
102971,1,Low Engagement / At-Risk
102972,3,Occasional / Content-Light
102973,2,Moderate Engagement
102974,1,Low Engagement / At-Risk
102975,3,Occasional / Content-Light
102976,2,Moderate Engagement
102977,0,High Engagement
102978,1,Low Engagement / At-Risk
102979,2,Moderate Engagement
102980,3,Occasional / Content-Light
102981,0,High Engagement
102982,3,Occasional / Content-Light
102983,0,High Engagement
102984,2,Moderate Engagement
102985,0,High Engagement
102986,1,Low Engagement / At-Risk
102987,0,High Engagement
102988,0,High Engagement
102989,3,Occasional / Content-Light
102990,0,High Engagement
102991,1,Low Engagement / At-Risk
102992,2,Moderate Engagement
102993,1,Low Engagement / At-Risk
102994,2,Moderate Engagement
102995,0,High Engagement
102996,2,Moderate Engagement
102997,1,Low Engagement / At-Risk
102998,1,Low Engagement / At-Risk
102999,1,Low Engagement / At-Risk
103000,3,Occasional / Content-Light
103001,0,High Engagement
103002,3,Occasional / Content-Light
103003,0,High Engagement
103004,0,High Engagement
103005,2,Moderate Engagement
103006,3,Occasional / Content-Light
103007,0,High Engagement
103008,0,High Engagement
103009,2,Moderate Engagement
103010,2,Moderate Engagement
103011,1,Low Engagement / At-Risk
103012,3,Occasional / Content-Light
103013,0,High Engagement
103014,3,Occasional / Content-Light
103015,1,Low Engagement / At-Risk
103016,2,Moderate Engagement
103017,0,High Engagement
103018,1,Low Engagement / At-Risk
103019,3,Occasional / Content-Light
103020,2,Moderate Engagement
103021,3,Occasional / Content-Light
103022,2,Moderate Engagement
103023,0,High Engagement
103024,0,High Engagement
103025,1,Low Engagement / At-Risk
103026,3,Occasional / Content-Light
103027,2,Moderate Engagement
103028,0,High Engagement
103029,2,Moderate Engagement
103030,0,High Engagement
103031,2,Moderate Engagement
103032,3,Occasional / Content-Light
103033,0,High Engagement
103034,2,Moderate Engagement
